filename,mae_mse,mae_vgg,mae_resnet
AnhHungNguyenTrungTruc_Ep02_2012_00586.jpg,4.4953566,5.5908136,4.564779
AnhHungNguyenTrungTruc_Ep02_2012_00594.jpg,16.546942,22.77181,19.920778
AnhHungNguyenTrungTruc_Ep02_2012_00602.jpg,4.5358205,4.476742,4.798868
AnhHungNguyenTrungTruc_Ep02_2012_00603.jpg,2.7313855,3.0785635,2.4942734
AnhHungNguyenTrungTruc_Ep02_2012_00616.jpg,9.830443,10.621632,9.089564
AnhHungNguyenTrungTruc_Ep02_2012_00654.jpg,2.7208958,3.3029602,2.9041839
AnhHungNguyenTrungTruc_Ep02_2012_00656.jpg,2.1797738,2.6640294,2.361202
AnhHungNguyenTrungTruc_Ep02_2012_00660.jpg,2.2887437,2.8648689,2.4403234
AnhHungNguyenTrungTruc_Ep02_2012_00662.jpg,2.5701597,3.0798523,2.6589007
AnhHungNguyenTrungTruc_Ep02_2012_00666.jpg,3.9328165,5.1834607,4.4957285
AnhHungNguyenTrungTruc_Ep02_2012_00675.jpg,6.903533,7.7671795,6.3348947
AnhHungNguyenTrungTruc_Ep02_2012_00680.jpg,3.6990194,3.893269,4.0400987
AnhHungNguyenTrungTruc_Ep02_2012_00693.jpg,2.9543674,3.4874773,3.2991936
AnhHungNguyenTrungTruc_Ep02_2012_00710.jpg,9.180969,9.053007,8.974151
AnhHungNguyenTrungTruc_Ep02_2012_00716.jpg,3.6548815,4.4975023,3.9893641
AnhHungNguyenTrungTruc_Ep02_2012_00719.jpg,9.062241,8.4223995,8.842308
AnhHungNguyenTrungTruc_Ep02_2012_00735.jpg,5.665019,4.540092,4.822511
AnhHungNguyenTrungTruc_Ep02_2012_00756.jpg,4.0280213,4.208506,4.3885455
AnhHungNguyenTrungTruc_Ep02_2012_00770.jpg,9.706639,10.0049095,10.278526
AnhHungNguyenTrungTruc_Ep02_2012_00777.jpg,4.9251833,5.1648993,5.689028
AnhHungNguyenTrungTruc_Ep02_2012_00806.jpg,5.6108165,6.575873,6.188789
AnhHungNguyenTrungTruc_Ep02_2012_00810.jpg,5.232754,5.923868,5.642259
AnhHungNguyenTrungTruc_Ep02_2012_00818.jpg,5.653214,6.3350806,5.610551
AnhHungNguyenTrungTruc_Ep02_2012_00819.jpg,5.2243237,6.608731,5.624382
AnhHungNguyenTrungTruc_Ep02_2012_00825.jpg,3.6897056,4.0453606,4.0341396
